SUMMARY,Unnamed: 3,Unnamed: 4,ZWL,USD ,Date
GL ACC,3112210001.0,ICT Equipment,153842238.7799214,1027377.778228186,1999-01-02
GL ACC,2201900002.0,Part Technical equipment,24280010.58614801,180021.4971188816,1999-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,34941430.53975061,250734.1056132873,1999-01-04
GL ACC,2200600003.0,Renewal of Computer software,548036221.1893566,4375786.718883786,1999-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,587383.552819029,3947.76166329133,1999-01-06
GRANT TOTAL ZWL,,,1053269188.463282,,1999-01-07
GRANT TOTAL ZWL,,,,,1999-01-08
,,,,8745814.859069692,1999-01-09
GL ACC,2200600002.0,Consumables,371632426.990304,2487604.993346175,2000-01-01
GL ACC,3112210001.0,ICT Equipment,160623782.2861837,1155522.358961145,2000-01-02
GL ACC,2201900002.0,Part Technical equipment,22906231.74730361,187884.9236217229,2000-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,24549541.79830478,181515.1567574524,2000-01-04
GL ACC,2200600003.0,Renewal of Computer software,560634808.496986,3624388.586743437,2000-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,424980.0187176982,3190.434837973757,2000-01-06
GRANT TOTAL ZWL,,,1212829951.952209,,2000-01-07
GRANT TOTAL ZWL,,,,,2000-01-08
,,,,8259331.992590108,2000-01-09
GL ACC,2200600002.0,Consumables,364333499.529762,2280470.275353541,2001-01-01
GL ACC,3112210001.0,ICT Equipment,189742180.6572842,1269012.638734476,2001-01-02
GL ACC,2201900002.0,Part Technical equipment,19797851.64469608,160336.7544694592,2001-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,34233870.78199916,223155.2386628778,2001-01-04
GL ACC,2200600003.0,Renewal of Computer software,625222791.3042465,4070759.339118394,2001-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,596862.0056723551,3081.393232019661,2001-01-06
GRANT TOTAL ZWL,,,1073090265.313887,,2001-01-07
GRANT TOTAL ZWL,,,,,2001-01-08
,,,,8229654.67388077,2001-01-09
GL ACC,2200600002.0,Consumables,322872805.6269533,1892097.118439571,2002-01-01
GL ACC,3112210001.0,ICT Equipment,134800773.6296281,1037152.958932926,2002-01-02
GL ACC,2201900002.0,Part Technical equipment,22540676.00955276,184104.6107549531,2002-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,31668859.52325382,179802.9687982798,2002-01-04
GL ACC,2200600003.0,Renewal of Computer software,518836439.7162324,4043591.675958254,2002-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,509049.6271942906,3291.817433432896,2002-01-06
GRANT TOTAL ZWL,,,909558018.196139,,2002-01-07
GRANT TOTAL ZWL,,,,,2002-01-08
,,,,7237465.990453807,2002-01-09
GL ACC,2200600002.0,Consumables,361223699.9344484,2427973.008700596,2003-01-01
GL ACC,3112210001.0,ICT Equipment,154516668.9744047,990926.3972003484,2003-01-02
GL ACC,2201900002.0,Part Technical equipment,26676777.68568979,148679.3531107527,2003-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,33314247.63809119,187684.4462253292,2003-01-04
GL ACC,2200600003.0,Renewal of Computer software,600440400.6214528,3285185.94105383,2003-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,427467.7162528002,4273.029888866719,2003-01-06
GRANT TOTAL ZWL,,,1004029533.798933,,2003-01-07
GRANT TOTAL ZWL,,,,,2003-01-08
,,,,7747332.905593074,2003-01-09
GL ACC,2200600002.0,Consumables,250275821.5631196,1945679.799131474,2004-01-01
GL ACC,3112210001.0,ICT Equipment,177906359.4390857,1024433.429441591,2004-01-02
GL ACC,2201900002.0,Part Technical equipment,24999684.4067563,145772.8117326793,2004-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,27470528.5446855,226460.3302053696,2004-01-04
GL ACC,2200600003.0,Renewal of Computer software,591737181.4782964,3247080.14093977,2004-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,508468.7072865923,3691.414144305706,2004-01-06
GRANT TOTAL ZWL,,,1146301024.506268,,2004-01-07
GRANT TOTAL ZWL,,,,,2004-01-08
,,,,8083726.914970793,2004-01-09
GL ACC,2200600002.0,Consumables,351874135.551212,2130501.477624485,2005-01-01
GL ACC,3112210001.0,ICT Equipment,135551619.5165612,1440025.235963064,2005-01-02
GL ACC,2201900002.0,Part Technical equipment,21737086.93054252,174358.7268712239,2005-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,32639316.96884161,231591.3795634566,2005-01-04
GL ACC,2200600003.0,Renewal of Computer software,497106344.1205723,3213178.708270347,2005-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,598916.2850052477,3718.615819982329,2005-01-06
GRANT TOTAL ZWL,,,1121749022.236091,,2005-01-07
GRANT TOTAL ZWL,,,,,2005-01-08
,,,,8405916.940034382,2005-01-09
GL ACC,2200600002.0,Consumables,299459359.6850898,2527127.661403286,2006-01-01
GL ACC,3112210001.0,ICT Equipment,149616380.1625465,1435634.054454909,2006-01-02
GL ACC,2201900002.0,Part Technical equipment,23877178.5610702,138413.6995918434,2006-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,34828205.29129706,255779.5871831044,2006-01-04
GL ACC,2200600003.0,Renewal of Computer software,515870435.4879175,3197774.918682219,2006-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,478567.1319344949,3931.781418538978,2006-01-06
GRANT TOTAL ZWL,,,1120119930.772664,,2006-01-07
GRANT TOTAL ZWL,,,,,2006-01-08
,,,,7718080.629192548,2006-01-09
GL ACC,2200600002.0,Consumables,351174971.4496807,1983009.744192886,2007-01-01
GL ACC,3112210001.0,ICT Equipment,170664836.7938427,1238634.213519364,2007-01-02
GL ACC,2201900002.0,Part Technical equipment,22770205.93092643,137207.2949959847,2007-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,32139202.35053559,245364.8855495538,2007-01-04
GL ACC,2200600003.0,Renewal of Computer software,426044748.1025813,3135910.530592648,2007-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,544174.3140736257,4270.051364955945,2007-01-06
GRANT TOTAL ZWL,,,1065184035.406195,,2007-01-07
GRANT TOTAL ZWL,,,,,2007-01-08
,,,,7847512.844657722,2007-01-09
GL ACC,2200600002.0,Consumables,295795642.2643167,2517223.025734754,2008-01-01
GL ACC,3112210001.0,ICT Equipment,186956202.1364761,1159730.437006892,2008-01-02
GL ACC,2201900002.0,Part Technical equipment,21616746.50802353,185775.1448797366,2008-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,34654927.02196743,175645.8259119191,2008-01-04
GL ACC,2200600003.0,Renewal of Computer software,536272125.0949447,4217959.765225052,2008-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,480463.6286217744,3044.513597883025,2008-01-06
GRANT TOTAL ZWL,,,975409299.255876,,2008-01-07
GRANT TOTAL ZWL,,,,,2008-01-08
,,,,8060469.988781652,2008-01-09
GL ACC,2200600002.0,Consumables,307431063.3783383,2229165.540593306,2009-01-01
GL ACC,3112210001.0,ICT Equipment,189756220.9969685,1280934.122814732,2009-01-02
GL ACC,2201900002.0,Part Technical equipment,18909103.46375109,134917.9950601306,2009-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,26960762.04895396,228304.9976570772,2009-01-04
GL ACC,2200600003.0,Renewal of Computer software,514044901.6829354,4430309.645044873,2009-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,597162.4724312727,3296.048430436356,2009-01-06
GRANT TOTAL ZWL,,,1170531882.232294,,2009-01-07
GRANT TOTAL ZWL,,,,,2009-01-08
,,,,6046095.688664662,2009-01-09
GL ACC,2200600002.0,Consumables,259311184.661286,2466340.312336689,2010-01-01
GL ACC,3112210001.0,ICT Equipment,197029000.5575245,1396868.261797409,2010-01-02
GL ACC,2201900002.0,Part Technical equipment,22202874.06020832,180187.7531441306,2010-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,31305767.24807376,252129.9350437713,2010-01-04
GL ACC,2200600003.0,Renewal of Computer software,613983809.7052051,3900686.775264391,2010-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,421366.9378458334,4115.510530912877,2010-01-06
GRANT TOTAL ZWL,,,1165688791.468445,,2010-01-07
GRANT TOTAL ZWL,,,,,2010-01-08
,,,,6461620.069753882,2010-01-09
GL ACC,2200600002.0,Consumables,349054743.2074578,2239365.349026006,2011-01-01
GL ACC,3112210001.0,ICT Equipment,136395904.4449875,1055542.859687197,2011-01-02
GL ACC,2201900002.0,Part Technical equipment,25047627.71945843,172353.6241770252,2011-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,35664270.49638986,239224.6302485976,2011-01-04
GL ACC,2200600003.0,Renewal of Computer software,576586279.0959646,4066285.388959778,2011-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,554427.416799097,4232.423524088628,2011-01-06
GRANT TOTAL ZWL,,,1012954939.709647,,2011-01-07
GRANT TOTAL ZWL,,,,,2011-01-08
,,,,6217635.596066228,2011-01-09
GL ACC,2200600002.0,Consumables,316123967.603822,1989424.10046002,2012-01-01
GL ACC,3112210001.0,ICT Equipment,168556589.6327038,1202354.79272563,2012-01-02
GL ACC,2201900002.0,Part Technical equipment,20614781.14681045,184757.8178518196,2012-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,31775085.50990099,181918.8391779275,2012-01-04
GL ACC,2200600003.0,Renewal of Computer software,483179186.6773881,3861024.094084987,2012-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,466822.340977133,3756.197360816222,2012-01-06
GRANT TOTAL ZWL,,,1096651370.126842,,2012-01-07
GRANT TOTAL ZWL,,,,,2012-01-08
,,,,6533133.183604389,2012-01-09
GL ACC,2200600002.0,Consumables,293666197.1995374,2061366.98064344,2013-01-01
GL ACC,3112210001.0,ICT Equipment,199940852.1003302,1091516.915048394,2013-01-02
GL ACC,2201900002.0,Part Technical equipment,19325454.29408298,161585.9255523986,2013-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,33237947.32117753,218750.0304279104,2013-01-04
GL ACC,2200600003.0,Renewal of Computer software,428090726.9076584,3931285.577132273,2013-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,554604.648635704,3403.253876148255,2013-01-06
GRANT TOTAL ZWL,,,1152566216.032497,,2013-01-07
GRANT TOTAL ZWL,,,,,2013-01-08
,,,,6363629.908769889,2013-01-09
GL ACC,2200600002.0,Consumables,355993356.3522658,1801556.629812472,2014-01-01
GL ACC,3112210001.0,ICT Equipment,135669010.8689723,1311811.287300432,2014-01-02
GL ACC,2201900002.0,Part Technical equipment,18211212.03468015,195648.5162254237,2014-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,33510116.08741461,183609.6628139023,2014-01-04
GL ACC,2200600003.0,Renewal of Computer software,584143836.000522,3054908.695879319,2014-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,488522.8124813268,2905.456785460339,2014-01-06
GRANT TOTAL ZWL,,,1010839117.903192,,2014-01-07
GRANT TOTAL ZWL,,,,,2014-01-08
,,,,6915778.575420611,2014-01-09
GL ACC,2200600002.0,Consumables,372540219.3832292,2106427.3105636,2015-01-01
GL ACC,3112210001.0,ICT Equipment,201804771.681796,1369947.051008507,2015-01-02
GL ACC,2201900002.0,Part Technical equipment,26214352.08160352,141339.4755201535,2015-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,30414848.50421742,200779.329017509,2015-01-04
GL ACC,2200600003.0,Renewal of Computer software,626151608.5975745,3154493.923331025,2015-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,406188.9363403749,3457.487861836983,2015-01-06
GRANT TOTAL ZWL,,,875762097.5382506,,2015-01-07
GRANT TOTAL ZWL,,,,,2015-01-08
,,,,8072734.722443732,2015-01-09
GL ACC,2200600002.0,Consumables,303043379.021691,2503450.267289565,2016-01-01
GL ACC,3112210001.0,ICT Equipment,152564498.2039971,1382265.600050375,2016-01-02
GL ACC,2201900002.0,Part Technical equipment,23245738.81372266,166642.2261296705,2016-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,26731767.89318367,186237.1569701465,2016-01-04
GL ACC,2200600003.0,Renewal of Computer software,519340614.5388338,3884723.210804557,2016-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,515166.7839052166,3180.209871387564,2016-01-06
GRANT TOTAL ZWL,,,1132676493.86606,,2016-01-07
GRANT TOTAL ZWL,,,,,2016-01-08
,,,,6213976.994242357,2016-01-09
GL ACC,2200600002.0,Consumables,370175483.0092968,2489462.222360541,2017-01-01
GL ACC,3112210001.0,ICT Equipment,139313845.2198863,1149112.637523768,2017-01-02
GL ACC,2201900002.0,Part Technical equipment,23024749.79946373,131975.5323770045,2017-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,34240017.22720502,197072.1665026596,2017-01-04
GL ACC,2200600003.0,Renewal of Computer software,580597064.2863976,3597981.163840603,2017-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,459878.3879521731,3819.788263154966,2017-01-06
GRANT TOTAL ZWL,,,1166264555.126715,,2017-01-07
GRANT TOTAL ZWL,,,,,2017-01-08
,,,,6440216.606071785,2017-01-09
GL ACC,2200600002.0,Consumables,351262525.1753438,2518535.851708441,2018-01-01
GL ACC,3112210001.0,ICT Equipment,160568272.1276473,1212076.163836941,2018-01-02
GL ACC,2201900002.0,Part Technical equipment,21104604.7180547,177986.2819727431,2018-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,30667753.42254214,206656.3668321259,2018-01-04
GL ACC,2200600003.0,Renewal of Computer software,546084122.3277028,4416945.496172425,2018-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,436200.8985201524,3119.65293120686,2018-01-06
GRANT TOTAL ZWL,,,897165514.0372494,,2018-01-07
GRANT TOTAL ZWL,,,,,2018-01-08
,,,,6839617.856919793,2018-01-09
GL ACC,2200600002.0,Consumables,352183540.1545776,2425109.959667893,2019-01-01
GL ACC,3112210001.0,ICT Equipment,138044555.4450752,1378602.63918266,2019-01-02
GL ACC,2201900002.0,Part Technical equipment,26926933.15449824,141394.5249387956,2019-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,27549694.56109491,227034.0628731969,2019-01-04
GL ACC,2200600003.0,Renewal of Computer software,473117777.9004332,4272054.766419182,2019-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,450897.7317963899,3905.753619519502,2019-01-06
GRANT TOTAL ZWL,,,865331431.7524356,,2019-01-07
GRANT TOTAL ZWL,,,,,2019-01-08
,,,,7114868.46237003,2019-01-09
GL ACC,2200600002.0,Consumables,297448929.3747444,2578044.7291306,2020-01-01
GL ACC,3112210001.0,ICT Equipment,189323340.2373397,1021816.768258524,2020-01-02
GL ACC,2201900002.0,Part Technical equipment,23078303.20361014,167561.0378015399,2020-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,33110080.759579,214649.5134247939,2020-01-04
GL ACC,2200600003.0,Renewal of Computer software,487385726.2596243,4360046.266809732,2020-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,408148.2961874125,4091.406805717353,2020-01-06
GRANT TOTAL ZWL,,,878961528.9732145,,2020-01-07
GRANT TOTAL ZWL,,,,,2020-01-08
,,,,8193764.067011569,2020-01-09
GL ACC,2200600002.0,Consumables,353786249.6332073,2613716.517567731,2021-01-01
GL ACC,3112210001.0,ICT Equipment,193114912.7704499,1428632.00394725,2021-01-02
GL ACC,2201900002.0,Part Technical equipment,19167335.17777705,153560.3195291988,2021-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,29424729.33223322,222928.0709422491,2021-01-04
GL ACC,2200600003.0,Renewal of Computer software,489721523.0441567,3304289.659592937,2021-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,406158.5625683515,3228.718229629535,2021-01-06
GRANT TOTAL ZWL,,,1022587481.542377,,2021-01-07
GRANT TOTAL ZWL,,,,,2021-01-08
,,,,6155581.993381415,2021-01-09
GL ACC,2200600002.0,Consumables,339704727.1684451,1912444.065280427,2022-01-01
GL ACC,3112210001.0,ICT Equipment,158374541.3589351,1082681.272536668,2022-01-02
GL ACC,2201900002.0,Part Technical equipment,20509212.10512117,141311.6984758661,2022-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,24440292.73604215,220020.2015313742,2022-01-04
GL ACC,2200600003.0,Renewal of Computer software,541907927.8730799,4029825.877411485,2022-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,577343.0229386894,3195.892695325848,2022-01-06
GRANT TOTAL ZWL,,,975516072.925258,,2022-01-07
GRANT TOTAL ZWL,,,,,2022-01-08
,,,,7286383.826810272,2022-01-09
GL ACC,2200600002.0,Consumables,267593393.6345375,2374803.210725011,2023-01-01
GL ACC,3112210001.0,ICT Equipment,140440638.7100773,1185430.248499521,2023-01-02
GL ACC,2201900002.0,Part Technical equipment,21080409.12363028,158354.5014939527,2023-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,35880505.35038189,210329.3380115827,2023-01-04
GL ACC,2200600003.0,Renewal of Computer software,530946093.1591621,3954053.343483201,2023-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,534280.8740529879,3769.906565333905,2023-01-06
GRANT TOTAL ZWL,,,991895431.1726265,,2023-01-07
GRANT TOTAL ZWL,,,,,2023-01-08
,,,,6789437.10467174,2023-01-09
GL ACC,2200600002.0,Consumables,282676722.6407161,2584374.291522421,2024-01-01
GL ACC,3112210001.0,ICT Equipment,197941722.5491942,1438865.671607558,2024-01-02
GL ACC,2201900002.0,Part Technical equipment,21627315.90642877,164068.9858253439,2024-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,28742137.89353511,176147.8209490658,2024-01-04
GL ACC,2200600003.0,Renewal of Computer software,555822096.0825604,4446386.764543188,2024-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,545412.7192783324,2885.048636431583,2024-01-06
GRANT TOTAL ZWL,,,1059200672.941189,,2024-01-07
GRANT TOTAL ZWL,,,,,2024-01-08
,,,,6925507.762234545,2024-01-09
GL ACC,2200600002.0,Consumables,304233872.5443519,2521061.66170185,2025-01-01
GL ACC,3112210001.0,ICT Equipment,154792755.9625744,1286904.828597834,2025-01-02
GL ACC,2201900002.0,Part Technical equipment,19850687.50636184,150418.4143306465,2025-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,34602390.08804666,179393.4741415911,2025-01-04
GL ACC,2200600003.0,Renewal of Computer software,535124591.2621152,3919936.996544556,2025-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,421343.9857168641,3840.004924276264,2025-01-06
GRANT TOTAL ZWL,,,1162520153.599775,,2025-01-07
GRANT TOTAL ZWL,,,,,2025-01-08
,,,,9039186.873425933,2025-01-09
GL ACC,2200600002.0,Consumables,293594698.3956823,1814021.539491891,2026-01-01
GL ACC,3112210001.0,ICT Equipment,148841962.320792,1225637.381535341,2026-01-02
GL ACC,2201900002.0,Part Technical equipment,25135499.85644918,134390.9973292725,2026-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,31529791.25398735,228821.9390317661,2026-01-04
GL ACC,2200600003.0,Renewal of Computer software,528301399.0968447,3438390.429718147,2026-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,537056.3762134252,3782.949125992687,2026-01-06
GRANT TOTAL ZWL,,,853662502.9832482,,2026-01-07
GRANT TOTAL ZWL,,,,,2026-01-08
,,,,6598937.706345028,2026-01-09
GL ACC,2200600002.0,Consumables,356178917.6971948,1961388.370687149,2027-01-01
GL ACC,3112210001.0,ICT Equipment,169227597.0225633,1129607.549078807,2027-01-02
GL ACC,2201900002.0,Part Technical equipment,20852815.39407754,181523.7433264238,2027-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,31651144.81316549,204569.7999609349,2027-01-04
GL ACC,2200600003.0,Renewal of Computer software,579839264.473226,3128886.172276602,2027-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,511582.4973353355,3337.805385730943,2027-01-06
GRANT TOTAL ZWL,,,937523259.1099036,,2027-01-07
GRANT TOTAL ZWL,,,,,2027-01-08
,,,,7434574.916367698,2027-01-09
GL ACC,2200600002.0,Consumables,282502735.0397796,1948712.345371412,2028-01-01
GL ACC,3112210001.0,ICT Equipment,198376080.0903473,1312000.812912162,2028-01-02
GL ACC,2201900002.0,Part Technical equipment,21568425.92481621,180431.1050472799,2028-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,29628212.7354684,178551.5904187028,2028-01-04
GL ACC,2200600003.0,Renewal of Computer software,587820546.5576777,3226332.446705678,2028-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,505193.102576076,2948.341266113953,2028-01-06
GRANT TOTAL ZWL,,,934075640.0654097,,2028-01-07
GRANT TOTAL ZWL,,,,,2028-01-08
,,,,7780403.814449358,2028-01-09
GL ACC,2200600002.0,Consumables,363931940.8675898,2280767.245616426,2029-01-01
GL ACC,3112210001.0,ICT Equipment,163137023.9999079,1091503.499788904,2029-01-02
GL ACC,2201900002.0,Part Technical equipment,23461729.66231906,135710.127335971,2029-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,28979131.18170796,212955.7997756129,2029-01-04
GL ACC,2200600003.0,Renewal of Computer software,627330497.8633677,3239036.621465893,2029-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,562954.8602540669,3294.866244230534,2029-01-06
GRANT TOTAL ZWL,,,1026028524.913294,,2029-01-07
GRANT TOTAL ZWL,,,,,2029-01-08
,,,,6713328.575299338,2029-01-09
GL ACC,2200600002.0,Consumables,348448342.8952845,2456676.911895091,2030-01-01
GL ACC,3112210001.0,ICT Equipment,195053983.0227057,1119618.135736122,2030-01-02
GL ACC,2201900002.0,Part Technical equipment,25158463.73523839,169561.954076381,2030-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,35328672.6797353,220673.6588410433,2030-01-04
GL ACC,2200600003.0,Renewal of Computer software,419569992.8925801,3227972.805803339,2030-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,478609.8030586301,3652.186081242253,2030-01-06
GRANT TOTAL ZWL,,,939192085.9355406,,2030-01-07
GRANT TOTAL ZWL,,,,,2030-01-08
,,,,6469467.830989377,2030-01-09
GL ACC,2200600002.0,Consumables,248891238.9293697,1937511.001570808,2031-01-01
GL ACC,3112210001.0,ICT Equipment,154820596.8011242,1407094.949086639,2031-01-02
GL ACC,2201900002.0,Part Technical equipment,20259804.10605394,160235.2918446331,2031-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,24433480.25346082,226762.190980853,2031-01-04
GL ACC,2200600003.0,Renewal of Computer software,421766810.5783265,3570185.771318938,2031-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,493725.2413979016,3391.799067458239,2031-01-06
GRANT TOTAL ZWL,,,1097785985.733451,,2031-01-07
GRANT TOTAL ZWL,,,,,2031-01-08
,,,,7362144.184894546,2031-01-09
GL ACC,2200600002.0,Consumables,359488100.5388092,2203221.427385354,2032-01-01
GL ACC,3112210001.0,ICT Equipment,171783388.2503538,1323347.99060182,2032-01-02
GL ACC,2201900002.0,Part Technical equipment,18623232.53681529,174714.2250023041,2032-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,34264091.19836087,243183.7994424007,2032-01-04
GL ACC,2200600003.0,Renewal of Computer software,494888033.86022,3996320.38678167,2032-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,439267.4024175322,2920.571256176534,2032-01-06
GRANT TOTAL ZWL,,,856070657.6018351,,2032-01-07
GRANT TOTAL ZWL,,,,,2032-01-08
,,,,8610563.334658818,2032-01-09
GL ACC,2200600002.0,Consumables,301061655.4941754,2510283.50924674,2033-01-01
GL ACC,3112210001.0,ICT Equipment,142517728.3218999,1245061.844791451,2033-01-02
GL ACC,2201900002.0,Part Technical equipment,21408170.57251054,181450.3919852205,2033-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,26151268.62190775,181842.3671068207,2033-01-04
GL ACC,2200600003.0,Renewal of Computer software,519541497.0773422,4286594.257605821,2033-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,548202.1521094339,3324.665155021489,2033-01-06
GRANT TOTAL ZWL,,,1089086233.080643,,2033-01-07
GRANT TOTAL ZWL,,,,,2033-01-08
,,,,7063689.970472738,2033-01-09
GL ACC,2200600002.0,Consumables,369313852.6439497,1914062.879887384,2034-01-01
GL ACC,3112210001.0,ICT Equipment,159167879.6747685,1079402.03166227,2034-01-02
GL ACC,2201900002.0,Part Technical equipment,23595537.4772658,176003.7200650229,2034-01-03
